date,chlor_a
2012-01-02,0.9958364367485046
2012-02-01,1.2182672023773193
2012-03-01,0.7551683783531189
2012-04-01,0.9968281388282776
2012-05-01,3.7503020763397217
2012-06-01,3.5144894123077393
2012-07-01,1.2215652465820312
2012-08-01,1.156015157699585
2012-09-01,0.6090255975723267
2012-10-01,0.5229570269584656
2012-11-01,1.0124367475509644
2012-12-01,0.9791964888572693
2013-01-01,1.0957400798797607
2013-02-01,0.6466853022575378
2013-03-01,1.3606127500534058
2013-04-01,1.7354726791381836
2013-05-01,2.6528115272521973
2013-06-01,2.0007903575897217
2013-07-01,1.1093041896820068
2013-08-01,1.6294384002685547
2013-09-01,1.8787070512771606
2013-10-01,0.6311742067337036
2013-11-01,0.7267785668373108
2013-12-01,0.997715413570404
2014-01-01,0.624070405960083
2014-02-01,1.2686238288879395
2014-03-01,1.038545846939087
2014-04-01,2.0225632190704346
2014-05-01,2.2766060829162598
2014-06-01,2.086085319519043
2014-07-01,0.5412729978561401
2014-08-01,0.7713898420333862
2014-09-01,0.9044947028160095
2014-10-01,0.40658143162727356
2014-11-01,0.5318764448165894
2014-12-01,0.43213486671447754
2015-01-01,0.4409219026565552
2015-02-01,0.38164636492729187
2015-03-01,0.9373229742050171
2015-04-01,2.0640034675598145
2015-05-01,1.396637201309204
2015-06-01,1.2434324026107788
2015-07-01,0.6499808430671692
2015-08-01,0.9080797433853149
2015-09-01,0.4055168330669403
2015-10-01,0.3284049928188324
2015-11-01,0.4426846206188202
2015-12-01,0.5549575090408325
2016-01-01,0.8381903171539307
2016-02-01,0.8925879001617432
2016-03-01,1.6442772150039673
2016-04-01,2.9995853900909424
2016-05-01,1.4427517652511597
2016-06-01,1.6309152841567993
2016-07-01,1.2749545574188232
2016-08-01,0.8738795518875122
2016-09-01,0.89406585693359375
2016-10-01,1.277566909790039
2016-11-01,1.14274263381958
2016-12-01,0.7651782631874084
2017-01-01,0.6509732604026794
2017-02-01,0.9371157288551331
2017-03-01,1.894424319267273
2017-04-01,1.9695781469345093
2017-05-01,2.4560635089874268
2017-06-01,2.056849241256714
2017-07-02,1.1165883541107178
2017-08-01,1.23218834400177
2017-09-01,1.2346954345703125
2017-10-01,0.7159939408302307
2017-11-01,0.7458954453468323
2017-12-01,0.6659677624702454
2018-01-01,0.8919426202774048
2018-02-01,0.8989888429641724
2018-03-01,1.5616260766983032
2018-04-01,3.6385202407836914
2018-05-01,1.7806341648101807
2018-06-01,1.5908088684082031
2018-07-01,1.2424896955490112
2018-08-01,1.0578134059906006
2018-09-01,1.1696234941482544
2018-10-01,0.9027701020240784
2018-11-01,0.6729997396469116
2018-12-01,1.1344958543777466
2019-01-01,0.8588672280311584
2019-02-01,1.750956416130066
2019-03-01,2.5391554832458496
2019-04-01,3.7595150470733643
2019-05-01,1.3503336906433105
2019-06-01,1.328018307685852
2019-07-01,1.4971938133239746
